"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","TD","Sl_no"
"23317",44,"technician","married","university.degree","no","yes","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",23317
"29385",45,"services","single","unknown","no","no","no","telephone","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",29385
"5675",44,"blue-collar","single","high.school","no","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",5675
"17184",51,"housemaid","married","basic.4y","unknown","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",17184
"39136",66,"retired","married","professional.course","no","no","yes","cellular","mar","tue",1,21,2,"failure",-1.8,93.369,-34.8,0.655,5008.7,"yes",39136
"10834",47,"blue-collar","single","basic.4y","unknown","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no",10834
"37313",34,"technician","single","professional.course","no","yes","no","cellular","aug","tue",2,12,1,"success",-2.9,92.201,-31.4,0.883,5076.2,"yes",37313
"38429",56,"technician","married","basic.4y","no","no","no","cellular","oct","thu",1,6,1,"success",-3.4,92.431,-26.9,0.733,5017.5,"yes",38429
"16371",26,"services","single","high.school","no","yes","no","cellular","jul","wed",8,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",16371
"9596",31,"admin.","single","university.degree","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",9596
"35468",50,"housemaid","married","basic.9y","no","yes","no","cellular","may","mon",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no",35468
"20061",50,"admin.","married","high.school","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",20061
"33549",38,"services","divorced","basic.6y","no","yes","no","telephone","may","tue",2,10,1,"success",-1.8,92.893,-46.2,1.291,5099.1,"yes",33549
"33824",41,"entrepreneur","married","university.degree","no","yes","no","cellular","may","wed",1,12,1,"success",-1.8,92.893,-46.2,1.281,5099.1,"no",33824
"21392",37,"management","married","university.degree","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",21392
"3322",39,"blue-collar","single","basic.4y","no","no","no","telephone","may","thu",6,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",3322
"1624",33,"management","married","university.degree","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",1624
"29567",68,"retired","married","high.school","no","yes","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",29567
"19296",53,"technician","married","high.school","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no",19296
"2198",33,"admin.","married","high.school","no","yes","yes","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",2198
"3835",41,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","fri",6,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",3835
"39330",39,"technician","divorced","high.school","no","no","no","cellular","mar","mon",1,3,1,"success",-1.8,93.369,-34.8,0.639,5008.7,"yes",39330
"24811",51,"admin.","married","high.school","no","no","yes","cellular","nov","tue",1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no",24811
"41172",33,"student","married","professional.course","no","yes","no","telephone","nov","thu",1,999,0,"nonexistent",-1.1,94.767,-50.8,1.031,4963.6,"yes",41172
"38418",36,"admin.","married","university.degree","no","no","no","cellular","oct","wed",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.735,5017.5,"yes",38418
"20996",54,"services","married","high.school","no","yes","no","cellular","aug","thu",9,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes",20996
"38139",30,"admin.","married","university.degree","no","no","no","cellular","sep","mon",2,6,1,"success",-3.4,92.379,-29.8,0.739,5017.5,"yes",38139
"9601",36,"technician","married","professional.course","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",9601
"40441",58,"technician","married","basic.9y","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes",40441
"40068",21,"student","single","unknown","no","yes","no","cellular","jul","thu",1,13,2,"failure",-1.7,94.215,-40.3,0.81,4991.6,"yes",40068
"40704",71,"retired","married","high.school","no","no","no","cellular","sep","mon",1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"yes",40704
"36974",29,"technician","married","professional.course","no","no","no","cellular","jul","thu",2,999,1,"failure",-2.9,92.469,-33.6,1.072,5076.2,"no",36974
"38829",41,"management","married","unknown","no","no","yes","cellular","nov","fri",2,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"yes",38829
"25013",34,"services","married","high.school","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",25013
"37761",39,"admin.","married","university.degree","no","yes","yes","cellular","aug","fri",2,14,1,"success",-2.9,92.201,-31.4,0.849,5076.2,"yes",37761
"40262",24,"technician","single","professional.course","no","yes","no","cellular","jul","mon",3,13,1,"success",-1.7,94.215,-40.3,0.889,4991.6,"yes",40262
"24042",49,"admin.","single","university.degree","no","yes","no","telephone","oct","mon",1,999,0,"nonexistent",-0.1,93.798,-40.4,4.912,5195.8,"no",24042
"3238",33,"services","married","basic.4y","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",3238
"31179",48,"blue-collar","married","basic.4y","no","no","yes","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no",31179
"29425",30,"student","single","university.degree","no","yes","yes","telephone","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",29425
"37283",65,"retired","married","basic.6y","no","no","no","cellular","aug","mon",2,999,1,"failure",-2.9,92.201,-31.4,0.884,5076.2,"yes",37283
"20284",39,"technician","single","high.school","unknown","yes","no","cellular","aug","mon",6,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",20284
"40280",25,"self-employed","single","unknown","no","unknown","unknown","cellular","jul","wed",5,999,2,"failure",-1.7,94.215,-40.3,0.896,4991.6,"yes",40280
"35075",57,"management","married","basic.4y","unknown","yes","no","cellular","may","fri",5,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no",35075
"29575",38,"management","divorced","university.degree","no","no","yes","cellular","apr","mon",1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no",29575
"25107",39,"management","married","university.degree","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",25107
"28596",26,"admin.","single","high.school","no","yes","no","telephone","apr","wed",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"yes",28596
"4754",27,"admin.","single","basic.9y","no","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",4754
"35835",45,"admin.","single","university.degree","no","no","no","cellular","may","fri",1,3,1,"success",-1.8,92.893,-46.2,1.259,5099.1,"yes",35835
"38968",83,"retired","married","high.school","no","no","no","cellular","dec","thu",1,4,3,"success",-3,92.713,-33,0.72,5023.5,"yes",38968
"17078",46,"management","married","university.degree","no","no","yes","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",17078
"23842",55,"unknown","married","unknown","unknown","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",23842
"35706",46,"admin.","single","university.degree","no","no","no","cellular","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no",35706
"15345",57,"blue-collar","married","high.school","unknown","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes",15345
"31464",33,"technician","married","university.degree","no","no","no","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"yes",31464
"5064",26,"services","single","basic.9y","no","no","yes","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",5064
"13492",31,"technician","single","university.degree","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",13492
"30735",36,"self-employed","married","basic.9y","no","yes","yes","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"yes",30735
"12245",45,"admin.","married","high.school","no","no","no","telephone","jul","thu",10,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,"no",12245
"1522",31,"services","married","basic.9y","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",1522
"13497",57,"technician","divorced","professional.course","no","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",13497
"30651",36,"admin.","divorced","high.school","no","yes","no","cellular","may","tue",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no",30651
"25613",34,"management","single","university.degree","no","yes","no","telephone","nov","wed",2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no",25613
"39118",26,"technician","single","university.degree","no","yes","no","cellular","dec","tue",1,5,1,"success",-3,92.713,-33,0.707,5023.5,"yes",39118
"38064",47,"management","married","university.degree","no","yes","no","cellular","sep","mon",1,3,2,"success",-3.4,92.379,-29.8,0.771,5017.5,"yes",38064
"7094",33,"unemployed","divorced","basic.9y","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",7094
"27147",45,"technician","single","university.degree","no","yes","no","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no",27147
"15437",30,"blue-collar","married","high.school","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",15437
"20187",35,"technician","married","university.degree","unknown","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",20187
"36821",30,"services","single","high.school","no","yes","no","cellular","jun","mon",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes",36821
"27774",32,"management","single","university.degree","no","yes","no","cellular","mar","mon",2,999,1,"failure",-1.8,92.843,-50,1.703,5099.1,"no",27774
"21680",32,"admin.","single","university.degree","no","yes","yes","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",21680
"38211",38,"admin.","married","university.degree","no","yes","no","cellular","oct","wed",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.74,5017.5,"no",38211
"28489",26,"unemployed","single","university.degree","no","yes","no","cellular","apr","tue",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes",28489
"28115",41,"admin.","married","basic.6y","no","no","no","cellular","apr","fri",2,999,1,"failure",-1.8,93.075,-47.1,1.479,5099.1,"yes",28115
"30400",53,"technician","married","professional.course","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",30400
"15967",27,"technician","single","professional.course","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",15967
"13710",55,"management","married","university.degree","no","yes","no","cellular","jul","thu",7,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",13710
"31852",34,"admin.","single","unknown","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",31852
"25842",40,"admin.","single","university.degree","no","no","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",25842
"15505",47,"technician","married","professional.course","no","yes","no","cellular","jul","fri",5,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",15505
"40411",25,"admin.","single","university.degree","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes",40411
"20572",31,"housemaid","married","basic.4y","no","no","yes","cellular","aug","tue",6,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no",20572
"24502",52,"entrepreneur","single","university.degree","unknown","yes","no","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no",24502
"33520",34,"housemaid","single","high.school","no","no","no","cellular","may","tue",7,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",33520
"33153",34,"technician","single","university.degree","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes",33153
"30743",35,"blue-collar","single","high.school","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no",30743
"13177",36,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",13177
"32607",42,"services","single","high.school","no","yes","no","cellular","may","mon",5,999,2,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",32607
"17960",58,"retired","divorced","professional.course","no","no","no","cellular","jul","tue",24,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",17960
"40000",56,"retired","married","basic.4y","no","yes","no","cellular","jun","wed",2,3,2,"success",-1.7,94.055,-39.8,0.767,4991.6,"yes",40000
"38430",33,"services","married","high.school","no","yes","no","cellular","oct","thu",3,999,0,"nonexistent",-3.4,92.431,-26.9,0.733,5017.5,"yes",38430
"20098",29,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",20098
"12835",28,"admin.","single","unknown","no","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",12835
"14390",57,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",14390
"30336",71,"retired","divorced","basic.4y","no","no","yes","cellular","apr","thu",1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099.1,"no",30336
"2120",38,"technician","married","professional.course","no","no","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",2120
"25075",45,"management","married","university.degree","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",25075
"14028",36,"blue-collar","single","high.school","no","no","no","telephone","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",14028
"37826",71,"retired","married","university.degree","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.829,5076.2,"no",37826
"11903",48,"blue-collar","married","professional.course","no","yes","yes","telephone","jun","fri",24,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",11903
"38655",30,"admin.","single","university.degree","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-3.4,92.649,-30.1,0.72,5017.5,"no",38655
"26471",47,"technician","married","professional.course","no","yes","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",26471
"39449",53,"entrepreneur","married","basic.4y","no","yes","yes","cellular","apr","tue",2,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"yes",39449
"2564",36,"blue-collar","divorced","high.school","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",2564
"4639",42,"blue-collar","divorced","basic.4y","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",4639
"30205",40,"self-employed","married","university.degree","no","no","no","cellular","apr","thu",10,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no",30205
"18675",59,"retired","married","basic.4y","no","no","no","telephone","jul","thu",27,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",18675
"37608",23,"student","single","high.school","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.861,5076.2,"no",37608
"38553",53,"admin.","divorced","high.school","no","no","no","cellular","oct","thu",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.722,5017.5,"yes",38553
"30419",40,"self-employed","single","university.degree","unknown","yes","yes","cellular","apr","thu",1,2,1,"success",-1.8,93.075,-47.1,1.365,5099.1,"yes",30419
"40764",30,"technician","single","university.degree","no","no","no","cellular","sep","thu",2,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"yes",40764
"41165",54,"admin.","married","professional.course","no","no","no","cellular","nov","tue",2,10,1,"success",-1.1,94.767,-50.8,1.035,4963.6,"yes",41165
"9819",44,"services","married","unknown","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",9819
"31468",36,"blue-collar","single","high.school","no","no","yes","cellular","may","wed",2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"yes",31468
"32648",41,"blue-collar","married","basic.6y","unknown","yes","no","cellular","may","mon",8,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",32648
"13028",30,"services","married","high.school","no","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",13028
"13336",29,"management","single","high.school","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",13336
